text,type,topic,subtopic,longitude,longitude (old),latitude,latitude (old),relevance
Adoption Inequality,sub-subtopic,Solar Panel,Renewable energy transition ,-45.49888,-115.49888,-17.32105,32.67895,615991
Report,sub-subtopic,Solar Panel,Solar urban sustainability ,-45.45446,-115.45446,-17.37219,32.62781,221655
Systems Programme,sub-subtopic,Solar Panel,Solar urban sustainability ,-45.40226,-115.40226,4.71681,54.71681,614655
Critical Trends,sub-subtopic,Solar Panel,Renewable energy transition ,-45.38026,-115.38026,-17.18884,32.81116,935923
Energy Justice,sub-subtopic,Solar Panel,Solar technology adoption ,-45.3534,-115.3534,-17.43346,32.56654,845320
Energy Inequalities,sub-subtopic,Solar Panel,Energy assessments,-45.35206,-115.35206,1.08335,51.08335,578249
Research Article,sub-subtopic,Solar Panel,Energy assessments,-45.33834,-115.33834,-2.40511,47.59489,65948
Energy Efficient,sub-subtopic,Solar Panel,Renewable energy transition ,-45.33151,-115.33151,-17.38904,32.61096,314760
Perceived Benefits,sub-subtopic,Solar Panel,Renewable energy transition ,-45.33001,-115.33001,-13.88292,36.11708,941363
Planned Behaviour,sub-subtopic,Solar Panel,Solar Energy Innovations,-45.31003,-115.31003,-17.53488,32.46512,127450
Paragraph,sub-subtopic,Solar Panel,Energy assessments,-45.3009,-115.3009,-7.0451,42.9549,433817
Acm Note,sub-subtopic,Solar Panel,Sustainable technologies ,-45.27172,-115.27172,-17.39966,32.60034,46842
Major Drawbacks,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.27041,-115.27041,-17.45266,32.54734,50020
Systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.25227,-115.25227,-17.75135,32.24865,966142
Purpose,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.245,-115.245,-13.89197,36.10803,746772
Paper Discuss,sub-subtopic,Solar Panel,Solar technology adoption ,-45.24194,-115.24194,-13.97475,36.02525,804989
Advantages,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.23134,-115.23134,-17.71251,32.28749,768394
Efficiency Levels,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.19617,-115.19617,-17.64503,32.35497,464989
Significant Concerns,sub-subtopic,Solar Panel,Energy Risk indicators ,-45.18827,-115.18827,-17.58897,32.41103,882391
Commonly Defined,sub-subtopic,Solar Panel,Renewable energy insights,-45.16792,-115.16792,-17.77244,32.22756,298623
Main Components,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.16656,-115.16656,-17.763,32.237,646452
Main Advantages,sub-subtopic,Solar Panel,Energy efficiency meaasures,-45.16446,-115.16446,-12.63504,37.36496,102047
Mppt Controllers,sub-subtopic,Solar Panel,Renewable energy Integration,-45.14666,-115.14666,-13.90281,36.09719,286905
Main Types,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.14026,-115.14026,-17.60407,32.39593,252329
Cooling Systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.13823,-115.13823,-17.68804,32.31196,260517
Systems Compared,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.13722,-115.13722,-13.82503,36.17497,754004
Floating Technology,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.13547,-115.13547,3.95015,53.95015,265173
Solar,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.1248,-115.1248,-17.5757,32.4243,520560
Main Components,sub-subtopic,Solar Panel,Renewable energy Integration,-45.11889,-115.11889,-13.87003,36.12997,809152
Typical Voltage,sub-subtopic,Solar Panel,Solar technology adoption ,-45.1175,-115.1175,-13.80114,36.19886,762532
Output Current,sub-subtopic,Solar Panel,Renewable energy Integration,-45.10534,-115.10534,-17.71076,32.28924,450796
Powerpoint Tracking,sub-subtopic,Solar Panel,Solar innovation solutions ,-45.09649,-115.09649,17.82743,67.82743,112055
Main Factors,sub-subtopic,Solar Panel,Solar energy efficiency ,-45.0938,-115.0938,-17.39565,32.60435,598473
Output Current,sub-subtopic,Solar Panel,Solar energy efficiency ,-45.08316,-115.08316,-17.5695,32.4305,701703
Output Voltage,sub-subtopic,Solar Panel,Solar energy efficiency ,-45.0825,-115.0825,-17.53156,32.46844,986095
Optimal Angle,sub-subtopic,Solar Panel,Renewable energy integration,-45.07306,-115.07306,-13.78892,36.21108,893641
Single-Axis Tracker,sub-subtopic,Solar Panel,Solar innovation solutions ,-45.06871,-115.06871,-0.50004,49.49996,642394
Solar Trackers,sub-subtopic,Solar Panel,Energy Risk indicators ,-45.06583,-115.06583,-17.64861,32.35139,792555
Active Solar,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.06528,-115.06528,-17.62667,32.37333,370644
Main Problem,sub-subtopic,Solar Panel,Solar technology adoption ,-45.06382,-115.06382,-17.49869,32.50131,742605
Acts Based,sub-subtopic,Solar Panel,Solar technology adoption ,-45.06222,-115.06222,-17.37556,32.62444,89795
Position Algorithm,sub-subtopic,Solar Panel,Solar forecasting solutions ,-45.05721,-115.05721,-13.75393,36.24607,593289
Closed-Loop Tracking,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.0535,-115.0535,-1.12004,48.87996,87053
Control Algorithm,sub-subtopic,Solar Panel,Solar technology adoption ,-45.0363,-115.0363,-13.90169,36.09831,383414
Closed-Loop Tracking,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-45.03158,-115.03158,-17.77977,32.22023,746401
Lars Positioned,sub-subtopic,Solar Panel,Renewable energy integration,-45.02076,-115.02076,-17.39206,32.60794,308241
Sun Sensor,sub-subtopic,Solar Panel,Renewable energy integration,-45.0025,-115.0025,-17.80444,32.19556,960098
Hysteresis Band,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-44.99933,-114.99933,-17.80696,32.19304,30896
Tracking Systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-44.99422,-114.99422,-17.43148,32.56852,253660
Tracking Systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-44.98544,-114.98544,3.21682,53.21682,34599
Acts Differ,sub-subtopic,Solar Panel,Solar technology adoption ,-44.98361,-114.98361,-17.97556,32.02444,705262
Sun Position,sub-subtopic,Solar Panel,Solar forecasting solutions ,-44.98333,-114.98333,-17.43333,32.56667,220511
Closed-Loop Systems,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-44.98194,-114.98194,-13.9603,36.0397,663297
Matlab Environment,sub-subtopic,Solar Panel,Sustainable technologies ,-44.96449,-114.96449,-8.88841,41.11159,183066
Iec,sub-subtopic,Solar Panel,Solar Energy Optimization,-44.96167,-114.96167,-17.83389,32.16611,792168
Solar Tracking,sub-subtopic,Solar Panel,Solar technology adoption ,-44.92659,-114.92659,-17.43813,32.56187,258495
Solar Trackers,sub-subtopic,Solar Panel,Energy efficiency meaasures,-44.92278,-114.92278,-17.48903,32.51097,865151
Solar Trackers,sub-subtopic,Solar Panel,Energy efficiency meaasures,-44.9188,-114.9188,2.36683,52.36683,188396
Carnally,sub-subtopic,Solar Panel,Sustainability analysis ,-44.8966,-114.8966,-22.30944,27.69056,307562
Glassful,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-44.89568,-114.89568,-17.68044,32.31956,466513
Taiwan,sub-subtopic,Solar Panel,Energy assessments,-44.8918,-114.8918,-2.80841,47.19159,57454
Side,sub-subtopic,Solar Panel,Sustainability analysis ,-44.88863,-114.88863,-10.75256,39.24744,941411
Fathead,sub-subtopic,Solar Panel,Sustainability analysis ,-44.8854,-114.8854,0.05007,50.05007,416846
Adair,sub-subtopic,Solar Panel,Solar forecasting solutions ,-44.88532,-114.88532,-0.26668,49.73332,465754
Main Components,sub-subtopic,Solar Panel,Renewable energy Integration,-44.88291,-114.88291,-2.53979,47.46021,734780
Dam Reservoirs,sub-subtopic,Solar Panel,Sustainable technologies ,-44.86864,-114.86864,-17.61688,32.38312,641633
Typical Fpvs,sub-subtopic,Solar Panel,Renewable energy Integration,-44.83919,-114.83919,-18.97532,31.02468,580960
Commercial Fpvs,sub-subtopic,Solar Panel,Renewable energy Integration,-44.83249,-114.83249,-14.02141,35.97859,565725
Recent Years,sub-subtopic,Solar Panel,Sustainable technologies ,-44.79173,-114.79173,-6.65343,43.34657,535826
Biggest Fpv,sub-subtopic,Solar Panel,Renewable energy integration,-44.78218,-114.78218,-17.513,32.487,116175
Solar Panels,sub-subtopic,Solar Panel,Solar energy efficiency ,-44.77863,-114.77863,-10.59506,39.40494,436073
Air Temperature,sub-subtopic,Solar Panel,Thermal efficiency,-44.77186,-114.77186,-17.54388,32.45612,389127
Land,sub-subtopic,Solar Panel,Renewable energy integration,-44.76896,-114.76896,5.28344,55.28344,594392
Systems Include,sub-subtopic,Solar Panel,Solar energy efficiency ,-44.75949,-114.75949,-7.40093,42.59907,610213
Conventional,sub-subtopic,Solar Panel,Renewable energy integration,-44.73333,-114.73333,-17.3,32.7,101050
Water Cooling,sub-subtopic,Solar Panel,Solar energy efficiency ,-44.73107,-114.73107,-16.39414,33.60586,58717
Fmvss,sub-subtopic,Solar Panel,Solar energy efficiency ,-44.71311,-114.71311,-7.06121,42.93879,788367
Recent Research,sub-subtopic,Solar Panel,Solar energy efficiency ,-44.70968,-114.70968,-17.40356,32.59644,151790
Fpvs,sub-subtopic,Solar Panel,Renewable energy Integration,-44.70422,-114.70422,-7.22426,42.77574,387668
Power Rating,sub-subtopic,Solar Panel,Renewable energy insights,-44.67822,-114.67822,-17.29065,32.70935,393025
Cell,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-44.67476,-114.67476,-8.01676,41.98324,790574
Energy Generation,sub-subtopic,Solar Panel,Renewable energy insights,-44.66005,-114.66005,-17.28096,32.71904,244711
Pvt,sub-subtopic,Solar Panel,Solar energy efficiency ,-44.63532,-114.63532,1.8001,51.8001,310491
Power Installed,sub-subtopic,Solar Panel,Solar energy efficiency ,-44.6244,-114.6244,-17.27468,32.72532,677480
Fmvss Based,sub-subtopic,Solar Panel,Solar Energy Optimization,-44.61413,-114.61413,-15.15194,34.84806,182195
Power Gain,sub-subtopic,Solar Panel,Solar energy efficiency ,-44.60782,-114.60782,-7.42981,42.57019,965253
Efficiency Increase,sub-subtopic,Solar Panel,Thermal efficiency,-44.60663,-114.60663,-15.08805,34.91195,425445
Experimental Study,sub-subtopic,Solar Panel,Solar Energy Innovations,-44.59635,-114.59635,-16.3897,33.6103,539383
Factors Influence,sub-subtopic,Solar Panel,Solar energy efficiency ,-44.59416,-114.59416,-13.31781,36.68219,93279
Solar Tracking,sub-subtopic,Solar Panel,Solar technology adoption ,-44.58885,-114.58885,-15.06694,34.93306,678647
Angle Fine,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-44.57302,-114.57302,-14.83222,35.16778,280110
Shade Provided,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-44.5683,-114.5683,-14.85222,35.14778,275303
Combining Hepa,sub-subtopic,Solar Panel,Solar forecasting solutions ,-44.52523,-114.52523,-16.39581,33.60419,451646
Ahmadi,sub-subtopic,Solar Panel,Solar systems economics ,-44.51865,-114.51865,-7.27593,42.72407,854956
Article Adair,sub-subtopic,Solar Panel,Sustainable technologies ,-44.51194,-114.51194,-12.38504,37.61496,578476
Solar Tracking,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-44.49797,-114.49797,-18.31311,31.68689,113594
Solar Tracking,sub-subtopic,Solar Panel,Solar technology adoption ,-44.47775,-114.47775,-15.21812,34.78188,479076
Maximum Powerpoint,sub-subtopic,Solar Panel,Solar innovation solutions ,-44.47026,-114.47026,-13.41947,36.58053,982170
Photovoltaic Systems,sub-subtopic,Solar Panel,Energy assessments,-44.46871,-114.46871,1.18341,51.18341,535726
Cooling Techniques,sub-subtopic,Solar Panel,Renewable energy Integration,-44.46087,-114.46087,-7.43703,42.56297,869171
Solar Tracking,sub-subtopic,Solar Panel,Solar systems economics ,-44.45221,-114.45221,-12.07031,37.92969,152916
Tracking Systems,sub-subtopic,Solar Panel,Solar technology adoption ,-44.41189,-114.41189,-17.34217,32.65783,284628
Gcc Region,sub-subtopic,Solar Panel,Renewable energy insights,-44.40588,-114.40588,-7.06398,42.93602,704630
Floating Solar,sub-subtopic,Solar Panel,Solar urban sustainability ,-44.40211,-114.40211,4.13345,54.13345,212433
Film Solar,sub-subtopic,Solar Panel,Energy assessments,-44.37248,-114.37248,12.45411,62.45411,227295
Tracker Based,sub-subtopic,Solar Panel,Solar innovation solutions ,-44.37246,-114.37246,-15.4461,34.5539,893988
Photovoltaic Solar,sub-subtopic,Solar Panel,Solar innovation solutions ,-44.36476,-114.36476,-7.4662,42.5338,351519
Electrical Performance,sub-subtopic,Solar Panel,Solar urban sustainability ,-44.36366,-114.36366,-6.31926,43.68074,496264
Alphavoltaics,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-44.36134,-114.36134,-15.85998,34.14002,415672
Global Water,sub-subtopic,Solar Panel,Renewable energy integration,-44.35172,-114.35172,-6.30287,43.69713,311689
Primary Focus,sub-subtopic,Solar Panel,Solar Energy Innovations,-44.33763,-114.33763,-1.58892,48.41108,660715
Paper,sub-subtopic,Solar Panel,Solar Energy Innovations,-44.32245,-114.32245,-15.5161,34.4839,365340
Gaur,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-44.31532,-114.31532,-6.48037,43.51963,853609
Field,sub-subtopic,Solar Panel,Renewable energy transition ,-44.31291,-114.31291,-1.80421,48.19579,352339
Sustainable City,sub-subtopic,Solar Panel,Renewable Solutions Integration,-44.30101,-114.30101,-7.46932,42.53068,18725
Smart Cities,sub-subtopic,Solar Panel,Renewable Solutions Integration,-44.29582,-114.29582,-22.85769,27.14231,138998
Renewable Energy,sub-subtopic,Solar Panel,Renewable Solutions Integration,-44.28912,-114.28912,-15.84998,34.15002,51244
Fig.,sub-subtopic,Solar Panel,Solar performance assessment,-44.27624,-114.27624,-1.77421,48.22579,580898
Carbon Dioxide,sub-subtopic,Solar Panel,Renewable Solutions Integration,-44.27329,-114.27329,-14.40806,35.59194,48705
Researchers Lead,sub-subtopic,Solar Panel,Renewable Solutions Integration,-44.2606,-114.2606,-6.53648,43.46352,417787
Zero-Carbon Systems,sub-subtopic,Solar Panel,Solar technology adoption ,-44.23532,-114.23532,2.6334,52.6334,869802
Giordano,sub-subtopic,Solar Panel,Renewable Solutions Integration,-44.23241,-114.23241,0.68771,50.68771,501720
Susan Model,sub-subtopic,Solar Panel,Energy assessments,-44.23173,-114.23173,-5.49536,44.50464,975706
Susan Model,sub-subtopic,Solar Panel,Energy assessments,-44.22995,-114.22995,-16.33609,33.66391,201867
Naive Bayes,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-44.22984,-114.22984,-2.98508,47.01492,625713
Market Exchange,sub-subtopic,Solar Panel,Solar systems economics ,-44.22467,-114.22467,-15.81137,34.18863,192114
Observation Belongs,sub-subtopic,Solar Panel,Energy Risk indicators ,-44.22457,-114.22457,-1.98061,48.01939,100803
Assume,sub-subtopic,Solar Panel,Renewable energy Integration,-44.22301,-114.22301,-14.77667,35.22333,830714
Calculate,sub-subtopic,Solar Panel,Solar performance assessment,-44.22151,-114.22151,-1.91977,48.08023,901233
K-Fold Cross,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-44.18152,-114.18152,-1.62754,48.37246,313498
Cities Hvac,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-44.16317,-114.16317,-2.30645,47.69355,471781
Prediction Horizons,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-44.16037,-114.16037,-3.75313,46.24687,797163
Nave Bayes,sub-subtopic,Solar Panel,Photovoltaic Forecasting Techniques,-44.14688,-114.14688,-17.32717,32.67283,444656
Cities' Infrastructure,sub-subtopic,Solar Panel,Renewable Solutions Integration,-44.13529,-114.13529,1.66681,51.66681,671712
Energy System,sub-subtopic,Solar Panel,Renewable Solutions Integration,-44.12802,-114.12802,-13.22697,36.77303,536091
Smart Cities,sub-subtopic,Solar Panel,Renewable Solutions Integration,-44.119,-114.119,-2.39979,47.60021,869230
Embedded Phase,sub-subtopic,Solar Panel,Solar Energy Innovations,-44.102,-114.102,1.56681,51.56681,356387
Renew Sustain,sub-subtopic,Solar Panel,Energy assessments,-44.10199,-114.10199,1.78341,51.78341,99159
Energy,sub-subtopic,Solar Panel,Energy assessments,-44.1015,-114.1015,-2.47118,47.52882,968376
Smart Bus,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.09316,-114.09316,-3.49008,46.50992,336274
Public Transport,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.08529,-114.08529,1.05011,51.05011,512964
Solar Panels,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.08375,-114.08375,2.311,52.311,458324
Developing Nations,sub-subtopic,Solar Panel,Energy assessments,-44.08094,-114.08094,-3.24119,46.75881,227413
Sustainable Cities,sub-subtopic,Solar Panel,Renewable Solutions Integration,-44.07335,-114.07335,-9.2609,40.7391,200505
Public Transport,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.07261,-114.07261,-1.93671,48.06329,497447
Local Transport,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.06829,-114.06829,-13.99779,36.00221,52609
Bus Stops,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.06719,-114.06719,-13.19447,36.80553,337555
Enhance Efficiency,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.05589,-114.05589,-22.03995,27.96005,460833
Thin-Film Solar,sub-subtopic,Solar Panel,Solar Materials ,-44.05301,-114.05301,-14.81056,35.18944,944173
Thin-Film Solar,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.04844,-114.04844,-3.13674,46.86326,975144
Industrial Applications,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.03751,-114.03751,-9.26285,40.73715,705118
Industrial Applications,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.03528,-114.03528,1.43341,51.43341,34339
Silk Feeding,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.03528,-114.03528,1.30011,51.30011,544015
Graphene Silk,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.03226,-114.03226,-14.73496,35.26504,487241
Thin Film,sub-subtopic,Solar Panel,Solar Hybrid Technologies,-44.01275,-114.01275,-13.20641,36.79359,841671
Public Transport,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.00493,-114.00493,0.84213,50.84213,441036
Shelters Lack,sub-subtopic,Solar Panel,Graphene Silk Panels,-44.00205,-114.00205,3.53343,53.53343,786659
Bus Stops,sub-subtopic,Solar Panel,Graphene Silk Panels,-43.994,-113.994,-3.12785,46.87215,230167
Bus Stops,sub-subtopic,Solar Panel,Graphene Silk Panels,-43.98281,-113.98281,0.72885,50.72885,957906
Smart City,sub-subtopic,Solar Panel,Graphene Silk Panels,-43.95195,-113.95195,-0.51672,49.48328,193529
Traditional Bus,sub-subtopic,Solar Panel,Graphene Silk Panels,-43.94455,-113.94455,-3.12924,46.87076,162289
Popular Activities,sub-subtopic,Solar Panel,Renewable energy Integration,-43.93274,-113.93274,-13.10058,36.89942,665293
Implementing Smart,sub-subtopic,Solar Panel,Graphene Silk Panels,-43.91874,-113.91874,3.53344,53.53344,523585
Smart Bus,sub-subtopic,Solar Panel,Graphene Silk Panels,-43.8959,-113.8959,-4.82425,45.17575,980241
